rok,miasto,nazwa,kategorie
2019,GDYNIA,Remont chodnika przy ul. Architektów fragment miedzy ul. Wrocławski a ul. Adwokacką,INFRASTRUKTURA
2019,GDYNIA,Kurs kaligrafii i odręcznego pisania dla dzieci od  roku zycia,EDUKACJA
2019,GDYNIA,Warsztaty wspomagające koncentracje pamiec i proces skutecznego uczenia sie dla dzieci i rodziców,EDUKACJA
2019,GDYNIA,Rodzinna gra terenowa na orientacje  Orłowo,EDUKACJA
2019,GDYNIA,Modernizacja ogólnodostępnego placu zabaw zlokalizowanego W dzielnicy Pogórze Górne W sąsiedztwie bloków przy ulicy Romanowskiego i.,INFRASTRUKTURA
2019,GDYNIA,Modernizacja placu zabaw przy ul. Kmdr. B. Romanowskiego pomiedzy budynkami wielorodzinnymi nr    ,SPOŁECZEŃSTWO
2019,GDYNIA,Remont chodnika wzdluz posesji przy ul. Adm. J.Unruga do zjazdu do drogi publicznej,INFRASTRUKTURA
2019,GDYNIA,Festyny sportowe dla dzieci zajecia fitness oraz szesnascie turniejów sportowych na Pogórzu turnieje siatkówki koszykówki piłki noznej piłki recznej tenisa stołowego judo,SPOŁECZEŃSTWO
2019,GDYNIA,Warsztaty waznosci i samoobrony dla dzieci ,EDUKACJA
2019,GDYNIA,Zajecia ruchowe zdrowy kregoslup na Pogórzu,SPOŁECZEŃSTWO
2019,GDYNIA,Kulturalnie w bibliotece czyli teatrzyki warsztaty robotyka gry planszowe i eksperymenty naukowe dla mieszkańców,EDUKACJA
2019,GDYNIA,Cotygodniowe zajecia sportowe np. tai chi zdrowy kregoslup dla dorosłych mieszkanców dzielnicy od lutego do grudnia  r. Z przerwa wakacyjne,SPOŁECZEŃSTWO
2019,GDYNIA,Warsztaty muzycznoartystyczne prozdrowotne oraz spotkania autorskie W bibliotece dla dzieci mlodziezy dorosłych i rodzin,EDUKACJA
2019,GDYNIA,Siedem sobotnich imprez sportowych na Pogórzu  turnieje piłki noznej siatkówki koszykówki i tenisa stołowego,SPOŁECZEŃSTWO
2019,GDYNIA,Puchar W biegach dla dzieci i mlodziezy w dzielnicy Pogórze,SPOŁECZEŃSTWO
2019,GDYNIA,Miejsca zabawy i rekreacji  plac zabawstrefa straszaka ul. Głogowskiego zjazd inowytyrolka ul. Borowika sprezynowiecbujak sześcioosobowy na placu SP,SPOŁECZEŃSTWO
2019,GDYNIA,Mostek wenecki kładka nad potokiem Kijowskim przy ulicy Modrzewiowej,NATURA
2019,GDYNIA,Budowa wyniesionego skrzyzowania przy Szkole Podstawowej nr  na ul. Chyrowej i Czeremchowa i likwidacja starych progów zwalniających,INFRASTRUKTURA
2019,GDYNIA,Wyposazenie bezpiecznego i interaktywnego przejscia pod Obwodnicy Trójmiasta W poblizu ul. Chyrowej ,SPOŁECZEŃSTWO
2019,GDYNIA,Wynajem przestrzeni na biblioteke czytelnik i miejsce spotkan mieszkanców zakup wyposazenia warsztaty pracowni brudnej W Pustkach CisowskichDempotowie i wydawanie gazetki,EDUKACJA
2019,GDYNIA,Montaz stojaków rowerowych oraz poszerzenie chodnika przed wejsciem na teren SP ,INFRASTRUKTURA
2019,GDYNIA,Montaz naświetlaczy na istniejacym stupie oświetleniowym przy placu zabaw oraz stojaków rowerowych i dla hulajnóg przy SP ,INFRASTRUKTURA
2019,GDYNIA,Gry i zabawy Z mapa i kompasem dla młodych starszych i najstarszych W dzielnicy Pustki Kijowskie i Demptowo,SPOŁECZEŃSTWO
2019,GDYNIA,Szkolenie Z pierwszej pomocy przedmedyczne dla  mieszkańców dzielnicy,SPOŁECZEŃSTWO
2019,GDYNIA,Puchar W biegach górskich dla dzieci mlodziezy i dorosłych  maj czerwiec ,SPOŁECZEŃSTWO
2019,GDYNIA,Puchar W biegach górskich dla dzieci mlodziezy i dorosłych  marzeckwiecien ,SPOŁECZEŃSTWO
2019,GDYNIA,Park kieszonkowy  zagospodarowanie terenu zielonego przy ul. Legionów ,NATURA
2019,GDYNIA,Budowa ogólnodostępnej skoczni lekkoatletycznej do skoku w dal i trójskoku na terenie Szkoły Podstawowej nr  w Gdyni ul. Cylkowskiego ,INFRASTRUKTURA
2019,GDYNIA,Wyposazenie klubu dzielnicowego w meble sprzęty TV GD komputery pianino oraz organizacja zajec dla mieszkańców W kazdym wieku w SP ,SPOŁECZEŃSTWO
2019,GDYNIA,Zajecia ruchowe  joga i fitness,EDUKACJA
2019,GDYNIA,Letnie plenerowe kino W Rentowe  projekcja trzech filmów W dwóch terminach,EDUKACJA
2019,GDYNIA,Półkolonie dla dzieci i mlodziezy Z Redutowa,SPOŁECZEŃSTWO
2019,GDYNIA,Popkultura dla mlodziezy m.in. Festiwal Komiksów Gwiezdnych Wojen klub filmowy spotkania autorskie warsztaty cosplayowe muzyczne fotograficzne filmowe rysowania i VR,EDUKACJA
2019,GDYNIA,Gra miejska na orientacje W Rentowe,EDUKACJA
2019,GDYNIA,Warsztaty aktorskie i aktorskoimprowizacyjne komiksowe kaligrafii i pieknego pisania logowania cosplayowe druku D dla mlodziezy,EDUKACJA
2019,GDYNIA,Puchar W biegach dla dzieci i mlodziezy W dzielnicy Reptowo,SPOŁECZEŃSTWO
2019,GDYNIA,Puchar W biegach dzieci i mlodziezy W Rentowe,SPOŁECZEŃSTWO
2019,GDYNIA,Modernizacja boiska przy Szkole Podstawowej nr . Przebudowa na boisko wielofunkcyjne,INFRASTRUKTURA
2019,GDYNIA,Bezpieczne przejscie przy Hali Targowej ul. Jana Z Kolna,SPOŁECZEŃSTWO
2019,GDYNIA,Umieszczenie  dawek wokół pomnika Nagle przy Alei Jana Pawła Il,INFRASTRUKTURA
2019,GDYNIA,Wykonanie  miejsc postojowych dla osób Z niepetnosprawnosciami wykonanie chodnika remont odcinka drogi dojazdowej do biur przy ulicy Swietojanski ,INFRASTRUKTURA
2019,GDYNIA,Celtyckie Lato  czyli letni piknik rodzinny Z pokazem tanca irlandzkiego oraz muzyka celtycka irlandzka i szkocki na Placu Grunwaldzkim pokazem filmowym i wspólny zabawa celi,SPOŁECZEŃSTWO
2019,GDYNIA,Letnia kawiarnia dla seniorów przy bibliotece na ulicy Starowiejskiej,EDUKACJA
2019,GDYNIA,Zajecia samoobrony dla kobiet  mieszkanek ésrodmiescia  prowadzone w systemie walki Krav Maga,INFRASTRUKTURA
2019,GDYNIA,Stat sąsiedzki na odnowionym odcinku ul. Abrahama od ul.  lutego do ul. Stefana Batorego,EDUKACJA
2019,GDYNIA,Edukacja W zakresie przepisów parkowania w miejscach uporczywie zastawianych przez kierowców stwarzających zagrozenie i ograniczających ruch pieszych,EDUKACJA
2019,GDYNIA,Obchody Swiatowego Dnia Wiedzy o Autyzmie W Gdyni  r.,INFRASTRUKTURA
2019,GDYNIA,Puchar W biegach dla dzieci i mlodziezy W dzielnicy srodmiescie,SPOŁECZEŃSTWO
2019,GDYNIA,Taniec Z dzieckiem W chuście  salsa i hula dla rodziców i przyszłych rodziców,SPOŁECZEŃSTWO
2019,GDYNIA,Modernizacja placu zabaw przy ul. Gryfa Pomorskiego,SPOŁECZEŃSTWO
2019,GDYNIA,Budowa oswietlenia wzdluz Starodworcowej od Wesołej do Radosnej budowa oswietlenia na Górniczej i wyniesienie przejscia dla pieszych na skrzyzowaniu ZwinistawyLipowo,INFRASTRUKTURA
2019,GDYNIA,Edukacyjny plac zabaw przy Szkole Podstawowej nr   instalacja urzadzen typu kota optyczne krzywe zwierciadła peryskop wir wodny,EDUKACJA
2019,GDYNIA,Wykonanie chodnika i utwardzenie płytami ulicy Solnej W Wielkim Karku,INFRASTRUKTURA
2019,GDYNIA,Dokonczenie utwardzenia ul. Chlebowej i przejscia drogowego pomiedzy ul. Chlebowo i Radosna oraz montaz  szt. lamp oświetleniowych przy przejéciu,EDUKACJA
2019,GDYNIA,Warsztaty kreatywnego przerabiania odziezy Z elementami nauki szycia,EDUKACJA
2019,GDYNIA,Puchar w biegach dla dzieci i mlodziezy Z dzielnicy Wielki Kack,SPOŁECZEŃSTWO
2019,GDYNIA,Rodzinna gra terenowa na orientacje  Wielki Kack,EDUKACJA
2019,GDYNIA,Cykliczne spotkania Z grami planszowymi dla wszystkich mieszkańców dzielnicy Wielki Kack,SPOŁECZEŃSTWO
2019,GDYNIA,Cykliczne rajdy piesze oraz nordic walking szlakami Trójmiejskiego Parku Krajobrazowego,INFRASTRUKTURA
2019,GDYNIA,Kurs tanca W Wielkim Karku,EDUKACJA
2019,GDYNIA,Cykl osmiu spotkan Z kulturami krajów hiszparskojezycznych Peru Chile Argentyny Wenezueli Boliwii i Hiszpanii W Wielkim Karku,EDUKACJA
2019,GDYNIA,Nowy trakt pieszy stanowiący polaczenie ul. Drugiej Z Lidze Sp. z.O.O.,INFRASTRUKTURA
2019,GDYNIA,Nauka i doskonalenie pływania dla dzieci klas  z Witamina oraz organizacja zawodów pływackich,EDUKACJA
2019,GDYNIA,Odtworzenie traktu spacerowego za budynkami przy ul. Hodowlanej  wzdluz sciany lasu,INFRASTRUKTURA
2019,GDYNIA,Zagospodarowanie terenu Szkoły Podstawowej nr  oraz wyposazenie W obiekty sportowe,SPOŁECZEŃSTWO
2019,GDYNIA,Monitoring skrzyzowania ulicy Tarczowej  Gdynia Witaminy,EDUKACJA
2019,GDYNIA,Siłownia zewnetrzna W poblizu boiska piłki noznej przy ul. Hodowlanej  i Promiennej. Montaz  urzadzen Z  stanowiskami.,SPOŁECZEŃSTWO
2019,GDYNIA,Montaz wiaty przystankowej W barwach klubu Arka Gdynia na przystanku Stawia   kierunek Witaminy Leśniczówka,INFRASTRUKTURA
2019,GDYNIA,Cotygodniowe zajecia zumba fitness dla kazdego mieszkanca Witamina od stycznia do grudnia Z przerwa wakacyjne,SPOŁECZEŃSTWO
2019,GDYNIA,Rodzinny piknik W idei zero waste niemarnowaniabez smieci animacje warsztaty zabawy dla dzieci i dorosłych,SPOŁECZEŃSTWO
2019,GDYNIA,Rodzinna gra terenowa na orientacje  Witaminy,EDUKACJA
2019,GDYNIA,Instalacja progu zwalniającego w dzielnicy Witaminy  ul. Widna  w Gdyni,INFRASTRUKTURA
2019,GDYNIA,Remont boisk sportowych i skoczni do skoku W dal na terenie SO nr  przy ul.Hallera .,SPOŁECZEŃSTWO
2019,GDYNIA,Dojécie do Parku Centralnego  budowa oświetlonej sciezki na zboczu Wzgórza Sw. Maksymiliana od kosciola Franciszkanów do ul. Partyzantów,INFRASTRUKTURA
2019,GDYNIA,Wyposazenie placu zabaw przy Szkole Podstawowej nr  W urządzenia edukacyjne związane Z praktyczny nauka fizyki i muzyki,EDUKACJA
2019,GDYNIA,Przystosowanie schodów toczących ul. Biskupa Dominika a Z ul. Kopernika do potrzeb osób Z wózkami dziecięcymi Z niepetnosprawnosciami,INFRASTRUKTURA
2019,GDYNIA,Rewitalizacja podjazdu i schodów przed przedszkolem. Wymiana ogrodzenia przed wejsciem. Przedszkole nr  ul. Biskupa Dominika   dzielnica Wzgórze SW. Maksymiliana,INFRASTRUKTURA
2019,GDYNIA,Monitoring  osiedle przy Al. Zwyciestwa   ,EDUKACJA
2019,GDYNIA,Utworzenie tymczasowego ciągu pieszego wzdluz sciezki rowerowe przy parkingu głównej siedziby Urzedu Miasta,INFRASTRUKTURA
2019,GDYNIA,Koncert Niepodleglosciowe .. w Kosciele pw. Sw. Antoniego Z Padwy w Gdyni,EDUKACJA
2019,GDYNIA,Wyposazenie ogólnodostępnej sali w Szkole Podstawowej nr  w sprzęty stymulujące rozwój zmysłów,EDUKACJA
2019,GDYNIA,Koncert jubileuszowy Z okazji lecia chóru Symfonia  miejsce  Kosciół pw. Sw. Antoniego Z Padwy w Gdyni,SPOŁECZEŃSTWO
2019,GDYNIA,Szkolenia Z pierwszej pomocy dla mieszkanców Wzgórza SW. Maksymiliana,EDUKACJA
2019,GDYNIA,Zajecia taneczne dla wszystkich mieszkanców Wzgórza SW. Maksymiliana niezaleznie od wieku i umiejetnosci tanecznych,SPOŁECZEŃSTWO
2019,GDYNIA,Organizacja spotkan autorskich dla dorosłych i mlodziezy oraz spektakli teatralnych dla dzieci W bibliotece,EDUKACJA
2019,GDYNIA,Organizacja gier zespołowych siatkówka pitka nozna koszykówka unihokej dla mieszkanców Wzgórza SW. Maksymiliana,SPOŁECZEŃSTWO
2019,GDYNIA,Puchar W biegach dla dzieci i mlodziezy W dzielnicy Wzgórze SW. Maksymilian,SPOŁECZEŃSTWO
2019,GDYNIA,Rodzinna gra terenowa na orientacje  Wzgórze SW. Maksymiliana,EDUKACJA
2019,GDYNIA,Piesze rajdy krajoznawcze nordic walking dla mieszkanców Wzgórza SW. Maksymiliana,SPOŁECZEŃSTWO
2019,GDYNIA,Budowa boiska wielofunkcyjnego W miejscu tzw. kortu za Wymiennikowniq przy ul. Dedala lub miedzy ul. Dedala ia skarpy,INFRASTRUKTURA
2019,GDYNIA,Zagospodarowania terenu po byłym baraku przy ul. Dedala  stworzenie sciezek ustawienie dawek nasadzenia zieleni ogrodzenie terenu niskim płotkiem i aranzacja matej architektury,NATURA
2018,GDYNIA,Urządzenie zieleni miejskiej miedzy ul. Dedala  a korona klifu,INFRASTRUKTURA
2018,GDYNIA,Zagospodarowanie terenu po byłym baraku przy ulicy Dedala  stworzenie sciezek ustawienie dawek nasadzenia zieleni i aranzacja matej architektury,NATURA
2018,GDYNIA,Montaz fontann wody pitnej W ruchliwych punktach dzielnicy przy placu zabaw oraz na poczatku sciezki rowerowej,SPOŁECZEŃSTWO
2018,GDYNIA,Rozbudowa placu zabaw dla dzieci młodszych starszych i mlodziezy przy ulicy Dedala ,SPOŁECZEŃSTWO
2018,GDYNIA,Montaz dwóch defibrylatorów  przy parafii przy ul. Rybaków oraz przy wspólnocie mieszkaniowej przy ul. Ikara ,NATURA
2018,GDYNIA,Nasadzenia kwiatów i innych kompozycji roslinnych przy ulicach Dedala Ikara Zielonej i Rybaków,NATURA
2018,GDYNIA,Oświetlenie boiska przy Szkole Podstawowej nr ,INFRASTRUKTURA
2018,GDYNIA,Wykonanie ogólnodostępnego parkingu na terenie parafii Biskupa Józefa Sebastiana Pelczara,NATURA
2018,GDYNIA,Budowa rekreacyjnych torów do jazdy typu pumptrack wraz Z uzupelniajace zieleni i miejscami do odpoczynku W poblizu przystanku autobusowego Gierdziejewskiego,INFRASTRUKTURA
2018,GDYNIA,Wymiana oswietlenia przy głównych ulicach dzielnicy na oprawy ED oraz montaz solarnych dawek ul. Okleina Chwarznienska Wiczliński Zaruskiego Filipkowskiego i Staniszewskiego,EDUKACJA
2018,GDYNIA,Instalacja oswietlenia i monitoringu na boiskach sportowych przy SP nr  i XIV LO,EDUKACJA
2018,GDYNIA,Remont i zadaszenie istniejacej sceny W Parku Kilońskim,INFRASTRUKTURA
2018,GDYNIA,Estetyzacja Parku nad Lisowska Struga teren wzdluz ul. Morskiej pomiedzy ul. Zbożowa i przystankiem KM przy ul. Krymskiej  nasadzenia zieleni,NATURA
2018,GDYNIA,Modernizacja ciagu pieszorowerowego od ul. Krymskiej do mostku nad Lisowska Struga  wymiana nawierzchni chodnika montaz dawek i koszy na smieci,INFRASTRUKTURA
2018,GDYNIA,Budowa placu zabaw boiska do gry W pite nozna oraz biezni lekkoatletycznej na terenie Szkoły Podstawowej nr ,SPOŁECZEŃSTWO
2018,GDYNIA,Montaz  radarowych wyświetlaczy predkosci na ulicy Testowej  przy skrzyzowaniu Z ul. Kalendarowa oraz skrzyzowaniu Z ul. Lukrecja,NATURA
2018,GDYNIA,Remont nawierzchni ulicy Gnykowej,INFRASTRUKTURA
2018,GDYNIA,Odbudowa sciezki zdrowia W lasku za kosciolem przy ul. Naciekowej,INFRASTRUKTURA
2018,GDYNIA,Miasteczko gier podwórkowych Z ulicami i znakami ruchu drogowego przy SP nr  ul. Nagietkowy  oraz mini miasteczko gier podwórkowych przy ZWE nr  ul. Wiczliński ,NATURA
2018,GDYNIA,Wybieg dla psów Z torem agility przy ul. Testowej W okolicy skrzyzowania Z ul. Kameliowa,SPOŁECZEŃSTWO
2018,GDYNIA,Zasadzenie drzew wzdluz ulicy Testowej,NATURA
2018,GDYNIA,Uporządkowanie ul. Nowowiczlinskiej W obrebie numerów   utworzenie brakujacych pfyt typu Meba W otoczeniu budek handlowych,INFRASTRUKTURA
2018,GDYNIA,Wymiana nawierzchni ze sztucznej trawy na boisku do piłki noznej przy ul. Naciekowej ,NATURA
2018,GDYNIA,Progi zwalniające oraz oznakowanie srodka jezdni u zbiegu ulic Lukrecjowej i Imbirowe,INFRASTRUKTURA
2018,GDYNIA,Budowa parkour park przy Szkole Podstawowej nr ,NATURA
2018,GDYNIA,Modernizacja boiska przy ul. Kolendrowy  wymiana nawierzchni oraz montaz bramek i pitkochwytów,INFRASTRUKTURA
2018,GDYNIA,Instalacja oswietlenia przy  przejsciach dla pieszych przy Wiczlinskiej skrzyzowanie Z Miętowa oraz Testowej  przy skrzyzowania Z Lukrecja i przy skrzyzowaniu Z Bojowa,INFRASTRUKTURA
2018,GDYNIA,Naziemne przejécie dla pieszych na ul. Slaskiej na wysokosci skrzyzowania NowogrodzkaPodolska,INFRASTRUKTURA
2018,GDYNIA,Wymiana nawierzchni i stworzenie miasteczka ruchu drogowego na terenie Zespołu Szkół Specjalnych nr  przy ul. Witominskiej ,INFRASTRUKTURA
2018,GDYNIA,Poprawa bezpieczenstwa na przejsciach dla pieszych W pieciu miejscach na ul. Witominskiej Tatrzańskiej Wolnosci Pomorskiej i Slaskiej,INFRASTRUKTURA
2018,GDYNIA,Stworzenie lesnego parku pomiedzy osiedlem Lelewela i ulica Wolnosci  oraz terenem Il LO przy ul. Wolnosci,NATURA
2018,GDYNIA,Psie strefy czystosci  montaz psich toalet i dystrybutorów woreczków na psie odchody wzdluz ulic Morskiej Komandorskiej Okrzei Kapitańskiej Seniorskiego i Kollataja,NATURA
2018,GDYNIA,Rozbudowa placu zabaw dla dzieci match i wiekszych wraz Z miejscem do wypoczynku miedzy ul. Morska  a Komandorska ,SPOŁECZEŃSTWO
2018,GDYNIA,Przebudowa alejki W wąwozie przy ul. Sienkiewicza,INFRASTRUKTURA
2018,GDYNIA,Modernizacja oraz dodanie boisk do siatkówki plazowej przy plazy miejskiej Srodmiescie,SPOŁECZEŃSTWO
2018,GDYNIA,Montaz automatycznego zewnetrznego defibrylatora ED na Bulwarze Nadmorskim miedzy schodami a wejsciem nr  na plaze,INFRASTRUKTURA
2018,GDYNIA,Utworzenie siłowni zewnetrznej przy SP nr  przy ul. Staffa   kompleks urzadzen stanowiacych sciezke treningowa,SPOŁECZEŃSTWO
2018,GDYNIA,Utworzenie nowego ogrodzonego placu zabaw dla dzieci wraz Z demontażem starych urzadzen przy ul. Korzennej,SPOŁECZEŃSTWO
2018,GDYNIA,Ogólnodostępny defibrylator ED  urzadzenie do ratowania zycia  przy kosciele pw. Niepokalanego Serca Marii ul. Makuszynskiego,INFRASTRUKTURA
2018,GDYNIA,Modernizacja nawierzchni boiska do piłki noznej oraz piłki recznej mieszczącego sie na terenie Zespołu Szkolno Przedszkolnego nr ,INFRASTRUKTURA
2018,GDYNIA,Budowa wyniesionych przejé dla pieszych przy skrzyzowaniu ulic Nałkowskiej Korzennej i Gojawiczyńskiej oraz na ul. Brzechwy przy SP nr ,INFRASTRUKTURA
2018,GDYNIA,Utworzenie parku pomiedzy Estakada Kwiatkowskiego a wieżowcami przy ul. Dantyszka i  wyznaczenie sciezek spacerowych uporzadkowanie zieleni instalacja matej architektury,NATURA
2018,GDYNIA,Budowa oswietlenia pod Estakada Kwiatkowskiego na dlugosci ok.  m,INFRASTRUKTURA
2018,GDYNIA,Modernizacja placu zabaw przy ul. Wieluńskiej,SPOŁECZEŃSTWO
2018,GDYNIA,Park rodzinny przy ulicy Spokojnej na wejsciu do lasu ze strefa dla psów strefa rekreacyjna i strefa street workout,NATURA
2018,GDYNIA,Montaz dwóch wyspowych progów zwalniających przed przejéciem dla pieszych i przejazdem dla rowerów na ulicy tureckiej,INFRASTRUKTURA
2018,GDYNIA, S.P. boisko i plac Kurpiowska  outdoor fitness nowe urzadzenia. taki na szlaku spacerowym kierunek Kacze Legi i na przystankach przy ul. Olkuskiej,SPOŁECZEŃSTWO
2018,GDYNIA,Równy trawnik i wyprofilowanie skarpy wzdluz ul. Olkuskiej na odcinku od ul. Liptowskiej do Łowickiej  stworzenie pasa zieleni,NATURA
2018,GDYNIA,Stworzenie strefy rekreacyjnej dla psów wzdluz ul. Halickiej na terenie tzw. Małego Lasku,SPOŁECZEŃSTWO
2018,GDYNIA,Stworzenie przestrzeni rekreacyjnej przy ul. Olkuskiej  ustawienie zadaszonej wiaty dawek grilla miejskiego i stojaków dla rowerów,INFRASTRUKTURA
2018,GDYNIA,Budowa siłowni zewnetrznej przy ul. Sucharskiego  na terenie Szkoły Podstawowej nr ,SPOŁECZEŃSTWO
2018,GDYNIA,Stworzenie miejsc do rekreacji sportu i relaksu na terenie lasu komunalnego na Obrazu  uporzadkowanie terenu instalacja siedzisk i urzadzen do cwiczen,SPOŁECZEŃSTWO
2018,GDYNIA,Zagospodarowanie terenu sportowego przy ZiU nr  przy ul. Ptk. Dawka   budowa boisk trawiastego do piłki noznej siatkówki plazowej i rugby oraz dodatkowej infrastruktury,SPOŁECZEŃSTWO
2018,GDYNIA,Modernizacja placu zabaw przy ul. ptk S. Dawka  oraz wymiana oswietlenia,INFRASTRUKTURA
2018,GDYNIA,Edukacyjny plac zabaw dla dzieci i osób niepelnosprawnych przy ul. Benisławskiego ,SPOŁECZEŃSTWO
2018,GDYNIA,Budowa placów zabaw przy ul. Podgórskiej  i ul. Unruga ,INFRASTRUKTURA
2018,GDYNIA,Remont chodnika przy ul. Ledóchowskiego ,INFRASTRUKTURA
2018,GDYNIA,Barierki przy schodach na Cmentarzu Parafialnym Oksywie przy ul. Arciszewskich,INFRASTRUKTURA
2018,GDYNIA,Zagospodarowanie terenu pomiedzy Komisariatem Policji nr  a powstającym skwerem osiedlowym W poblizu kosciola oraz wspólnot mieszkaniowych Zielona   ,INFRASTRUKTURA
2018,GDYNIA,Budowa windy dla osób Z niepetnosprawnosciami umozliwiajacej dostep do biblioteki na pietrze budynku przy ul. Podchorazy A,INFRASTRUKTURA
2018,GDYNIA,Integracyjny plac zabaw na Oksywiu przy ul. Blekitnej,SPOŁECZEŃSTWO
2018,GDYNIA,Budowa wyniesionego przejscia dla pieszych oraz instalacja aktywnych punktowych elementów odblaskowych przy ul. Osmańskiej ,INFRASTRUKTURA
2018,GDYNIA,Budowa siłowni zewnetrznej przy Szkole Podstawowej nr  W Gdyni Orlowie ul. Wroclawska,SPOŁECZEŃSTWO
2018,GDYNIA,Park nad rzeka Kacza W Orłowie  W okolicy ulic Sieradzkiej Wroclawskiej i Kurpiowskiej,NATURA
2018,GDYNIA,Latarnie solarne przy wybiegu dla psów W Parku Kolibki,NATURA
2018,GDYNIA,Ciąg dalszy estetyzacji terenu zielonego przy Placu Gornoslaskim  fragment pomiedzy pawilonami handlowymi i placem zabaw,SPOŁECZEŃSTWO
2018,GDYNIA,Rozbudowa placu zabaw na ul. Zlotej,SPOŁECZEŃSTWO
2018,GDYNIA,Zagospodarowanie i poprawa estetyki terenu pomiedzy ul. Zelazna Szpunara i Steyera  stworzenie miejsca do aktywnej rekreacji uporzadkowanie zieleni oraz budowa wybiegu dla psów,SPOŁECZEŃSTWO
2018,GDYNIA,Remont chodnika wzdluz posesji ul. Unruga do zjazdu do drogi publicznej,INFRASTRUKTURA
2018,GDYNIA,Budowa miejsc parkingowych przy skrzyzowaniu ulic Porębskiego Sikorskiego i Kleeberga Pogórze  centrum,INFRASTRUKTURA
2018,GDYNIA,Stworzenie zatoki postojowej strefy KissRide przy SP nr  oraz remont chodnika na ul. Chyrowej od Borowinowe do Bazowej,INFRASTRUKTURA
2018,GDYNIA,Miejsca zabawy i rekreacji na Pustkach i Demptowo  rozbudowa placów zabaw przy SP  ul. Ruskiej i Głogowskiego elementy siłowni ul. Borowika oraz stacje naprawy rowerów,SPOŁECZEŃSTWO
2018,GDYNIA,Utworzenie parków kieszonkowych obok Osrodka Zdrowia i Przedszkola na Pustkach,INFRASTRUKTURA
2018,GDYNIA,Wyniesione skrzyzowanie przy Szkole Podstawowej nr  na ul. Chyrowej,INFRASTRUKTURA
2018,GDYNIA,Miejsca zabawy i rekreacji od juniora do seniora SP  ul.Ruska ul. Modrzewiowa siłownia ul.Borowika ED przy przychodni oraz mural W tunelu miedzy Pustkami i Demptowo,SPOŁECZEŃSTWO
2018,GDYNIA,Utworzenie podjazdu dla wózków inwalidzkich na ciagu pieszym prostopadle od ulicy Pawie do ulicy Jaskółcze przystanek KM,INFRASTRUKTURA
2018,GDYNIA,Budowa oswietlenia przy polanie znajdującej siq na wysokosci ul. Kopernika  które objetosc plac do cwiczen oraz sciezke do niej prowadzaca,INFRASTRUKTURA
2018,GDYNIA,Remont nawierzchni sciezki pomiedzy Płyta Redłowska a Polanka Rostowska,INFRASTRUKTURA
2018,GDYNIA,Ustawienie dodatkowych dawek W Srodmiescie  przy ul.  lutego i ul. W. Radnego,INFRASTRUKTURA
2018,GDYNIA,Hamak miejski W okolicy Parku Rady Europy,NATURA
2018,GDYNIA,Iluminacja pomnika Józefa Conrada Korzeniowskiego i instalacji Maszty na Molo Południowym,EDUKACJA
2018,GDYNIA,Budowa brakującego chodnika i oswietlenia na ul. Górniczej oraz oswietlenie i lateralizacja ul. Starodworcowej od Masztów do Ornej,INFRASTRUKTURA
2018,GDYNIA,Ogólnodostępny defibrylator ED  urzadzenie do ratowania zycia  przy ul. Gryfa Pomorskiego,INFRASTRUKTURA
2018,GDYNIA,Wymiana nawierzchni na ul. Górniczej,INFRASTRUKTURA
2018,GDYNIA,Elementy infrastruktury drogowej  próg zwalniający oznakowanie przejscia dla pieszych tablica Tristar i taka solarna Z internetem oraz remont chodnika przy ul. Polnej,INFRASTRUKTURA
2018,GDYNIA,Remont chodnika przy ul. Tulipanowej,INFRASTRUKTURA
2018,GDYNIA,Modernizacja terenu przy przychodni na ul. Konwaliowa  wymiana nawierzchni przy wejściach montaz barierek podjazdu dla wózków i stojaków na rowery,INFRASTRUKTURA
2018,GDYNIA,Przebudowa ulicy Strażackiej  budowa wyniesionego skrzyzowania remont chodnika instalacja oswietlenia i znaków drogowych,INFRASTRUKTURA
2018,GDYNIA,Budowa integracyjnego placu zabaw wraz Z remontem barierki od ulicy Rolniczej do ulicy Strażackiej,INFRASTRUKTURA
2018,GDYNIA,Budowa sciezki rowerowej i zrecznosciowej petli rowerowej W lasach komunalnych dzielnicy WitominoRadiostacja  od ul. Kieleckiej do boiska W lesie,NATURA
2018,GDYNIA,Remont boisk sportowych i skoczni do skoku W dal na terenie SO nr  przy ul. Hallera,SPOŁECZEŃSTWO
2018,GDYNIA,Rewitalizacja placu zabaw przy ul. Biskupa Dominika A i dostosowanie go do potrzeb dzieci poruszających siq na wózkach inwalidzkich,SPOŁECZEŃSTWO
2018,GDYNIA,Instalacja czujnika systemu monitorowania jakosci powietrza przy przychodni na skrzyzowaniu ul. Legionów i ul. Kopernika,NATURA
2018,GDYNIA,Ogólnodostępny defibrylator ED  urzadzenie do ratowania zycia  przy skrzyzowaniu ul. Legionów i Kopernika,INFRASTRUKTURA
2018,GDYNIA,Uzupelnienie brakujacych dawek i oświecenie pasów zieleni na Bulwarze Nadmorskim,NATURA
2018,GDYNIA,Stworzenie strefy rekreacyjnej przy Skwerze Arki Gdynia  polozenie trawy instalacja dawek oswietlenia ED oraz lokalizacja napisu przestrzennego Z nazwa skweru,NATURA
2018,SUWAŁKI,. Utwardzenie nawierzchni parkingu przy zbiegu ulic Reja i Lityńskiego pomiędzy garażami i blokiem Lityńskiego  ,INFRASTRUKTURA
