token,occurrence,emotion
łagiewniki,1,[]
łagiewnickiej,1,[]
łagiewnicki,1,[]
ładna,1,[]
łacińska,1,[]
éźródlany,1,[]
éciegiennegostonecznej,1,[]
złotowskiej,1,[]
złotej,1,[]
ząbkowskiej,1,[]
zyjacych,1,[]
zwykłej,1,['radość;smutek;']
zwyczajna,1,['radość;smutek;']
zwiększających,1,[]
związanych,1,['radość;smutek;' 'radość;smutek;']
związanej,1,['radość;smutek;' 'radość;smutek;']
związana,1,['radość;smutek;' 'radość;smutek;']
zwierzęcy,1,['radość;smutek;strach;wstręt;' 'radość;wstręt;']
zwierzynieckim,1,[]
zwierzyniec,1,[]
zwanej,1,[]
zręcznościowym,1,[]
zrujnowanych,1,[]
zrekultywowane,1,[]
zrealizowanej,1,[]
zrealizowane,1,[]
zniszczonych,1,[]
zniszczonej,1,[]
znajdujący,1,[]
znajdujacych,1,[]
znajdujacego,1,[]
zmierzających,1,[]
zmiennej,1,[]
zlozone,1,[]
zlokalizowanym,1,[]
zlokalizowanych,1,[]
zlokalizowane,1,[]
zjednoczonych,1,[]
ziołową,1,[]
ziołowy,1,[]
zimujących,1,[]
zimowy,1,[]
zielonoróżane,1,[]
zielnej,1,[]
zielarskie,1,[]
zielarskich,1,[]
zgłoszonej,1,[]
zgodnej,1,[]
zgierska,1,[]
zewnętrzną,1,[]
zewnętrzne,1,[]
zesłanych,1,[]
zeszłym,1,[]
zeromskiego,1,[]
zemborzycki,1,[]
zdrój,1,[]
zdrowy,1,['złość;radość;smutek' 'radość;']
zdewastowanych,1,[]
zdeptanego,1,[]
zdegradowany,1,[]
zdalnej,1,[]
zbudowany,1,['radość;zaufanie;smutek;złość;' 'radość;zaufanie;smutek;złość;']
zbudowanej,1,['radość;zaufanie;smutek;złość;' 'radość;zaufanie;smutek;złość;']
zbożową,1,[]
zbożowy,1,[]
zbożowa,1,[]
zbiorcza,1,[]
zawodowych,1,['złość;radość;wstręt' 'złość;radość']
zawierający,1,[]
zawierająca,1,[]
zauwazalny,1,[]
zasłaniająca,1,[]
zastępcze,1,[]
zastosowane,1,[]
zasadne,1,[]
zarośniętych,1,[]
zaroślowe,1,[]
zaprojektowany,1,[]
zapomnianej,1,"['radość;smutek;' 'cieszenie się na coś oczekiwanego;smutek;'
 'radość;zaufanie;smutek;złość;']"
zapisany,1,[]
zaniedbanych,1,[]
zaniedbany,1,[]
zamulony,1,[]
zamkniętego,1,[]
zamkniety,1,[]
zamkniete,1,[]
zamenhofa,1,[]
zalesiany,1,[]
zakupione,1,[]
zakrzowska,1,[]
zakorzeniona,1,[]
zakopane,1,[]
zakaźnych,1,[]
zajęciowej,1,[]
zainstalowana,1,[]
zagłębiowskie,1,[]
zagórskiego,1,[]
zagrożonych,1,[]
zagrożone,1,[]
zagrodowej,1,[]
zagospodarowana,1,[]
zaginionych,1,[]
zadnej,1,[]
zadnego,1,[]
zachodzącego,1,['radość;smutek;' 'radość;cieszenie się na coś oczekiwanego;smutek;']
zachodnie,1,[]
zachodnia,1,[]
zachodni,1,[]
zabytkowym,1,[]
zabytkowy,1,[]
zabudowane,1,[]
zaborowski,1,[]
zabezpieczające,1,[]
zabawowych,1,['radość;smutek;złość;' 'radość;smutek;złość;']
zabawowy,1,['radość;smutek;złość;' 'radość;smutek;złość;']
zabawkowych,1,[]
xiii,1,[]
włoski,1,[]
włodarzewska,1,[]
włocławskiej,1,[]
własnego,1,['radość;smutek;']
własne,1,[]
węglowych,1,[]
węglowej,1,[]
węglan,1,[]
wątpliwej,1,['smutek;złość;']
wzorowanej,1,[]
wz,1,[]
wyżynna,1,[]
wyzej,1,[]
wytypowanych,1,[]
wytrzymałe,1,[]
wytchnieniowa,1,[]
wysłanej,1,[]
wyszyńskiego,1,[]
wystawienniczy,1,[]
wyspiańskiego,1,[]
wysokim,1,['radość;smutek;złość;']
wysokiego,1,['radość;smutek;złość;']
wysokich,1,['radość;smutek;złość;']
wysoka,1,['radość;smutek;złość;']
wyrównana,1,[]
wypoczynkoworekreacyjny,1,[]
wypoczynkoworekreacyjne,1,[]
wypoczynkowej,1,[]
wyniesione,1,[]
wymienny,1,[]
wymiane,1,[]
wykorzystujący,1,[]
wykorzystane,1,[]
wykonanych,1,[]
wykonana,1,[]
wyjściowych,1,[]
wyjątkowe,1,[]
wygodnych,1,[]
wygodny,1,[]
wydzia,1,[]
wydobytych,1,[]
wydeptana,1,[]
wyczółkowskiego,1,[]
wyciętej,1,"['radość;smutek;złość;' 'radość;smutek;złość;' 'radość;złość;wstręt;'
 'zaufanie;smutek;złość;' 'zaufanie;smutek;złość;'
 'radość;zaskoczenie czymś nieprzewidywanym;smutek;złość;'
 'radość;smutek;złość;']"
wyciętego,1,"['radość;smutek;złość;' 'radość;smutek;złość;' 'radość;złość;wstręt;'
 'zaufanie;smutek;złość;' 'zaufanie;smutek;złość;'
 'radość;zaskoczenie czymś nieprzewidywanym;smutek;złość;'
 'radość;smutek;złość;']"
wycieczkowej,1,[]
wychowawczego,1,[]
wybrane,1,[]
wybickiego,1,[]
wszechstronny,1,[]
współczesnego,1,[]
wspólny,1,[]
wspinaczkowolinowe,1,[]
wspinaczkowa,1,[]
wspaniały,1,[]
wspaniała,1,[]
wskazanym,1,[]
wschowskiej,1,[]
wschodnich,1,[]
wschodni,1,[]
wróblewskiego,1,[]
wrzosowej,1,[]
wrześniowe,1,[]
wrześnieńskiej,1,[]
wrotkoworolkowych,1,[]
wrotkoworolkowego,1,[]
wrogie,1,[]
wrocławskim,1,[]
wrocławskiego,1,[]
wrocławskich,1,[]
wroclawskiej,1,[]
wołogoska,1,[]
wolskiej,1,[]
wolskie,1,[]
wolskich,1,[]
wolną,1,['radość;zaufanie;smutek;złość;']
wolnożyjącymi,1,[]
wolnożyjących,1,[]
wolnożyjące,1,[]
wolnozyjacych,1,[]
wolnej,1,['radość;zaufanie;smutek;złość;']
wokol,1,[]
wojsławickiej,1,[]
wojszyce,1,[]
wojskowego,1,['złość;radość;wstręt' 'radość;złość;wstręt;']
wodzowskim,1,"['radość;zaufanie;złość;wstręt;'
 'cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;']"
wodnymi,1,[]
wodnolądowych,1,[]
wjazdową,1,[]
wiśniowy,1,[]
wiśniowe,1,[]
wiślana,1,[]
większej,1,[]
wizyjnego,1,[]
wizualnej,1,[]
wizualnego,1,[]
witebskiej,1,[]
wiszących,1,"['radość;cieszenie się na coś oczekiwanego;złość;wstręt;'
 'radość;cieszenie się na coś oczekiwanego;złość;wstręt;']"
wisniowa,1,[]
wirtualna,1,[]
wioślarski,1,[]
wioślarska,1,[]
wiosne,1,[]
wiosenne,1,[]
winorośli,1,[]
winklera,1,[]
winiarskiego,1,[]
willowym,1,[]
wileńskiej,1,[]
wileńskiego,1,[]
wildecka,1,[]
wilanowska,1,[]
wilanowa,1,[]
wiktoriańskim,1,[]
wierzbowej,1,[]
wierzbno,1,[]
wieniawskiego,1,[]
wielozmysłowy,1,[]
wielorybiej,1,[]
wielorodzinnych,1,[]
wielorodzinny,1,[]
wielorazowych,1,[]
wielopokoleniowy,1,[]
wieloletnich,1,[]
wielofunkcyjnych,1,[]
wielofunkcyjnej,1,[]
wielkołuckiej,1,[]
wielkopolską,1,[]
wielkopolskim,1,[]
wielkopolskiego,1,[]
wielkopolskich,1,[]
wielkie.kwitnące,1,"['radość;smutek;złość;strach;' 'złość;radość;smutek'
 'radość;smutek;złość;wstręt;' 'radość;smutek;']"
wiekszym,1,[]
wiejskich,1,['złość;radość;wstręt' 'złość;radość;wstręt']
wiecej,1,[]
widzewski,1,[]
widzewska,1,[]
widzewie,1,[]
widoczne,1,['złość;radość;smutek' 'zaufanie;złość;smutek' 'zaufanie;złość;smutek']
widne,1,[]
widawy,1,[]
wiatrowy,1,[]
weéiowa,1,[]
wewnętrzną,1,[]
wewnętrznych,1,[]
wewnętrzny,1,[]
wewnetrznej,1,[]
weterynaryjna,1,[]
wesołym,1,[]
wesołych,1,[]
wesoły,1,[]
wesoła,1,[]
wertykalny,1,[]
wertykalne,1,[]
wenecki,1,[]
wejściową,1,[]
wejściowej,1,[]
wegrowska,1,[]
wegetacyjny,1,[]
wchodzącego,1,[]
ważnym,1,[]
ważna,1,[]
waznym,1,[]
wazne,1,[]
wawerski,1,[]
warzywnego,1,[]
warzywne,1,[]
warty,1,[]
warte,1,[]
warta,1,[]
warsztatowej,1,[]
warsztatowa,1,[]
warszawską,1,[]
warszawskiego,1,[]
warszawska,1,[]
warnenskiej,1,[]
walczących,1,[]
walczącej,1,[]
wakacyjny,1,[]
wakacyjne,1,[]
wagowa,1,[]
wabiące,1,[]
używane,1,[]
użyteczne,1,[]
uze,1,[]
utwardzony,1,[]
utraconej,1,[]
utleniające,1,[]
usytuowanymi,1,[]
usunietych,1,[]
urządzona,1,['radość;smutek;złość;' 'zaufanie;złość;']
ursynowskich,1,[]
ursynowska,1,[]
ursynowa,1,[]
urokliwe,1,[]
uroczysko,1,[]
uroczyska,1,[]
uregulowane,1,[]
uprawiającej,1,[]
upoważnione,1,[]
unikalnego,1,[]
umieszczony,1,[]
uloterapia,1,[]
ulokowane,1,[]
uljanowskiego,1,[]
ulicznych,1,[]
uliczne,1,[]
ul.platynowejmatomiejskiej,1,[]
ul.kwiatowa,1,[]
ul.katowickiej,1,[]
ul.górnickiego,1,[]
ul.gajowej,1,[]
ul.cedrowej,1,[]
ukwiecone,1,[]
ujeściska,1,[]
ujejskiego,1,[]
ujazdowskim,1,[]
uczniowskiej,1,[]
uciążliwym,1,[]
ubiegłych,1,[]
tłokowego,1,[]
tyska,1,[]
tymienieckiego,1,[]
tymczasowych,1,[]
tykocińskiej,1,[]
tworzacych,1,[]
twardej,1,"['smutek;złość;' 'zaufanie;smutek;złość;' 'radość;wstręt;'
 'radość;wstręt;']"
twarda,1,"['smutek;złość;' 'zaufanie;smutek;złość;' 'radość;wstręt;'
 'radość;wstręt;']"
tureckie,1,[]
tucholskiej,1,[]
ttleben,1,[]
trójwrzecionowej,1,[]
trójkolorowy,1,[]
trójklapowe,1,[]
trzeci,1,[]
trzcinowe,1,[]
trwałe,1,['radość;zaufanie;cieszenie się na coś oczekiwanego;smutek;złość;wstręt;']
trudnego,1,[]
trawiastą,1,[]
trawiastych,1,[]
trawiastej,1,[]
trawiaste,1,[]
tramwajową,1,[]
tramwajowych,1,[]
traktorowej,1,[]
trafankowskiej,1,[]
tp,1,[]
towarzyszącą,1,[]
toruńskim,1,[]
toruń,1,[]
topolowej,1,[]
topolowa,1,[]
top,1,[]
tezni,1,[]
terenowej,1,[]
terapeutycznego,1,[]
terapeutyczna,1,[]
teofilówwielkopolska,1,[]
tematycznych,1,[]
teatralna,1,[]
tatrzańskiej,1,[]
tatrzański,1,[]
tartanowa,1,[]
tarnowskie,1,[]
tarczowej,1,[]
tanecznego,1,[]
tajemniczego,1,"['radość;smutek' 'radość;smutek' 'radość;smutek;'
 'radość;zaskoczenie czymś nieprzewidywanym;smutek;'
 'cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;'
 'cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;']"
słynnej,1,"['złość;radość' 'radość;złość;wstręt;' 'radość;zaufanie;złość;wstręt;'
 'radość;złość;wstręt;']"
słynne,1,"['złość;radość' 'radość;złość;wstręt;' 'radość;zaufanie;złość;wstręt;'
 'radość;złość;wstręt;']"
słupskiej,1,[]
słowiański,1,[]
słonecznej,1,[]
sępolno,1,[]
sępia,1,[]
sąsiedzkiej,1,[]
sąsiadującego,1,[]
sączaosiedle,1,[]
szypułkowy,1,[]
szypowskiego,1,[]
szydłówek,1,[]
szybowcowa,1,[]
szwedzki,1,[]
szwederowostare,1,[]
szutrowej,1,[]
szulborskaczłuchowska,1,[]
szujskiego,1,[]
sztuczna,1,[]
sztandarowej,1,[]
sztabowej,1,[]
szpitalna,1,[]
szmaragdowy,1,[]
szmaragdowa,1,[]
szlachetnych,1,[]
szkolno,1,[]
szkolnemu,1,[]
szkolnej,1,[]
szkolne,1,[]
szkolna,1,[]
szkoleniowy,1,[]
szklanych,1,[]
szerokiego,1,[]
szeptyckiego,1,[]
szczęśliwickim,1,[]
szczelna,1,[]
szczekocińskieje,1,[]
szczecińskie,1,[]
szczecińskich,1,[]
szczecińska,1,[]
szarą,1,[]
szarlej,1,[]
szantowego,1,[]
szachowych,1,[]
szachowy,1,[]
szachowe,1,[]
syntetyczną,1,[]
syntetycznych,1,[]
syberyjskich,1,[]
swojczycki,1,[]
swietokrzyska,1,[]
swietego,1,[]
sw,1,[]
suwalskim,1,[]
sulisławickiej,1,[]
sucharskiego,1,[]
sucha,1,['wstręt;smutek']
stężyckiej,1,[]
stymulującymi,1,[]
stymulujący,1,[]
stylowych,1,[]
stylowe,1,[]
stradomki,1,[]
stracona,1,[]
stojące,1,[]
stefana,1,[]
stałych,1,[]
stałego,1,['radość;smutek']
starzyńskiego,1,[]
starszym,1,[]
staropogonska,1,[]
staromiejskim,1,[]
starochorzowski,1,[]
stanowiącej,1,[]
standardowych,1,['zaufanie;złość;wstręt' 'zaufanie;złość;wstręt']
stana,1,[]
stalowymi,1,[]
stalowych,1,[]
stalowe,1,[]
stacjonarnego,1,[]
stabłowicki,1,[]
srebrzystych,1,[]
srebrnej,1,[]
sprzyjające,1,[]
sprawnościowego,1,[]
sprawiedliwej,1,['zaufanie;' 'zaufanie;strach;']
społecznych,1,[]
społecznego,1,[]
społeczne,1,[]
społeczna,1,[]
sportowym,1,[]
sportoworekreacyjnych,1,[]
sportoworekreacyjny,1,[]
sportoworekreacyjnowypoczynkowy,1,[]
sportoworekreacyjnowypoczynkowego,1,[]
spisana,1,[]
speedrowerowy,1,[]
specjalnych,1,['radość;wstręt;' 'radość;wstręt;' 'złość;radość;smutek' 'złość;radość']
specjalnego,1,['radość;wstręt;' 'radość;wstręt;' 'złość;radość;smutek' 'złość;radość']
specjalistycznych,1,[]
spawalniczy,1,[]
spalinowa,1,[]
sołeckiej,1,[]
sosnowej,1,[]
sopot,1,[]
sopockich,1,[]
solnej,1,[]
solnego,1,[]
solidnego,1,['radość;smutek;złość;' 'radość;złość;']
solarnych,1,[]
solarnej,1,[]
solarnego,1,[]
solarna,1,[]
solankową,1,[]
solankowym,1,[]
solankowych,1,[]
sobieszewska,1,[]
smyczkowej,1,[]
smoluchowskiego,1,[]
smogowy,1,[]
smocza,1,[]
slaskich,1,[]
składane,1,[]
skrzyniowej,1,[]
skrzydlatych,1,[]
skrzydlaty,1,[]
skracające,1,[]
skladajacego,1,[]
skierowana,1,[]
skierniewickie,1,[]
skibowąjasienicyżniwną,1,[]
skate,1,[]
skalowalny,1,[]
siwy,1,[]
siq,1,[]
sierpniowe,1,[]
sieradzkiej,1,[]
sieleckim,1,[]
sielecki,1,[]
sensorycznym,1,[]
sensorycznych,1,[]
sensorycznorekreacyjny,1,[]
sensoryczno,1,[]
sensorycznego,1,[]
sejmowej,1,[]
schopenhauera,1,[]
schodowe,1,[]
sanockiego,1,[]
sanitarnych,1,[]
sanitarno,1,[]
sanitarne,1,[]
samorządowego,1,[]
sami,1,['złość;radość;smutek' 'złość;radość;smutek']
samego,1,['złość;radość;smutek' 'złość;radość;smutek']
sam,1,['złość;radość;smutek' 'złość;radość;smutek']
sadzone,1,[]
sadowniczym,1,[]
różowy,1,[]
różnokolorowe,1,[]
róznym,1,[]
róznych,1,[]
róznego,1,[]
rózne,1,[]
rzodkiewkowy,1,[]
rzeszowskich,1,[]
rzemieślniczą,1,[]
rze,1,[]
rynkową,1,[]
rydzaśmigłego,1,[]
rusińskiej,1,[]
rusińskiego,1,[]
ruchliwych,1,['radość;smutek;złość;' 'radość;złość;wstręt;' 'radość;smutek']
ruchliwej,1,['radość;smutek;złość;' 'radość;złość;wstręt;' 'radość;smutek']
rubinowej,1,[]
roślinnych,1,[]
roślinne,1,[]
roślinna,1,[]
rozłucki,1,[]
rozrywkowych,1,"['radość;smutek;złość;'
 'radość;zaskoczenie czymś nieprzewidywanym;smutek;złość;']"
rozpraszającymi,1,[]
roznoszone,1,[]
rozjeżdżona,1,[]
rozjechany,1,['radość;złość;']
rozdzielającym,1,[]
rozchodnikowych,1,[]
rowerową,1,[]
rowerowych,1,[]
rowerowego,1,[]
roweckiego,1,[]
rosnące,1,[]
romantyczny,1,['radość;smutek;złość;' 'radość;złość;']
rolniczych,1,[]
rolkowy,1,[]
rogowskiej,1,[]
rodakowskiego,1,[]
rocznicowy,1,[]
rezerwowych,1,[]
reymontowskich,1,[]
reymana,1,[]
reprezentacyjnym,1,[]
reprezentacyjnowypoczynkowy,1,[]
reprezentacyjnego,1,[]
remontowanego,1,[]
rembertowski,1,[]
relaksujące,1,[]
relaksacyjne,1,[]
rekreacyjną,1,[]
rekreacyjnymi,1,[]
rekreacyjnych,1,[]
rekreacyjnoużytkowa,1,[]
rekreacyjnosportowe,1,[]
rekreacyjnoprzyrodniczokulturowego,1,[]
rekreacyjnoedukacyjny,1,[]
rekreacyjno,1,[]
rejestrująca,1,[]
rehabilitacyjnej,1,[]
rehabilitacyjnego,1,[]
rehabilitacyjna,1,[]
regionalny,1,[]
refluksowej,1,[]
refleksoterapeutyczną,1,[]
redutowa,1,[]
recyklingowe,1,[]
realizujący,1,[]
realizowanej,1,[]
ratunkowa,1,[]
ratowniczych,1,[]
ratajskich,1,[]
rakietowa,1,[]
rajskie,1,[]
rajdowe,1,[]
radzących,1,[]
radzyński,1,[]
radzymińska,1,[]
radzieckich,1,[]
radosnych,1,[]
radojewo,1,[]
radarowe,1,[]
pływających,1,[]
pływające,1,[]
płynącej,1,[]
płaskowickiej,1,[]
płacząca,1,[]
półpodziemne,1,[]
północna,1,[]
pólpodziemne,1,[]
pułkowej,1,[]
punktowe,1,[]
publicznych,1,[]
publicznego,1,[]
publiczna,1,[]
psychologicznopedagogicznej,1,[]
przędzalnianej,1,[]
przyłączonego,1,[]
przyuliczny,1,[]
przyuliczna,1,[]
przyszłych,1,[]
przyszły,1,[]
przystankowym,1,[]
przystankowe,1,[]
przystankowa,1,[]
przyrodniczych,1,[]
przyrodniczy,1,[]
przyrodniczoturystyczna,1,[]
przyrodniczohydrologicznej,1,[]
przyrodniczoedukacyjnej,1,[]
przyrodniczoedukacyjna,1,[]
przyrodniczobadawczy,1,[]
przynależnymi,1,[]
przylegające,1,['zaufanie;złość;']
przyjeta,1,[]
przyjemna,1,[]
przyjaznych,1,[]
przyjaznej,1,[]
przyjaznego,1,[]
przygotowana,1,[]
przydworcowym,1,[]
przydrożnego,1,[]
przydomowych,1,[]
przydomowe,1,[]
przychodni,1,[]
przybliżająca,1,[]
przu,1,[]
przeznaczonych,1,[]
przeworska,1,[]
przewidziana,1,[]
przetrzebionego,1,[]
przetrzebione,1,[]
przestrzennego,1,[]
przepływającym,1,[]
przepuszczalną,1,[]
przenośne,1,[]
przemysłowej,1,[]
przemyslowa,1,[]
przegłosowanych,1,[]
przedwojennych,1,[]
przedszkolnym,1,[]
przedmiotowej,1,[]
przeciwsłonecznych,1,[]
przeciwpożarowej,1,[]
przeciwpożarowa,1,[]
przeciwpozarowej,1,[]
przeciwhałasowa,1,[]
przecinającej,1,"['radość;cieszenie się na coś oczekiwanego;zaskoczenie czymś nieprzewidywanym;smutek;złość;'
 'radość;smutek;złość;']"
przebiśniegowa,1,[]
prywatne,1,[]
pruskiego,1,['zaufanie;złość;wstręt;' 'zaufanie;wstręt;']
prowadzącą,1,[]
prowadzone,1,[]
proszczepionkowa,1,[]
prostą,1,"['zaufanie;złość;wstręt;' 'radość;' 'radość;zaufanie;wstręt;'
 'radość;smutek;' 'zaufanie;wstręt;' 'radość;zaufanie;złość;wstręt;']"
prosty,1,"['zaufanie;złość;wstręt;' 'radość;' 'radość;zaufanie;wstręt;'
 'radość;smutek;' 'zaufanie;wstręt;' 'radość;zaufanie;złość;wstręt;']"
prosta,1,[]
projektowej,1,[]
projektowe,1,[]
proekologiczne,1,[]
proekologiczna,1,[]
produkuja,1,[]
prawnej,1,[]
prawidtowosci,1,[]
prawidlowego,1,[]
prawdziwa,1,[]
pradawny,1,[]
pożyteczny,1,[]
połączony,1,[]
połączone,1,[]
połączona,1,[]
południowej,1,[]
południowego,1,[]
południowe,1,[]
położniczego,1,[]
połanieckiej,1,[]
poznańskiej,1,[]
poznańskiego,1,[]
poznańskie,1,[]
poznańska,1,[]
pozaszkolnej,1,[]
powyzszym,1,[]
powszechna,1,[]
powsińska,1,[]
powietrznego,1,[]
powiatowa,1,[]
potrzebna,1,[]
potokowa,1,[]
potockiej,1,[]
potockich,1,[]
poszarpana,1,[]
pospolita,1,['zaufanie;złość;wstręt' 'zaufanie;złość;wstręt;']
porębskiego,1,[]
porównywalny,1,[]
portowe,1,[]
porazińskiej,1,[]
poprzedzone,1,[]
poprzednich,1,[]
poprawny,1,['zaufanie;smutek' 'zaufanie;smutek']
poprawiających,1,[]
popowskiego,1,[]
pomorzańskiego,1,[]
pomorskiej,1,[]
pomocna,1,[]
polskiegoprostamiodowicza,1,[]
polskiegodąbrowskiego,1,[]
polnych,1,[]
polnej,1,[]
polne,1,[]
poliuretanową,1,[]
polisensoryczny,1,[]
poleskiej,1,[]
pokazowego,1,[]
pogodny,1,[]
podświetlone,1,[]
podłączonych,1,[]
podziemnych,1,[]
podwójna,1,[]
podwodny,1,[]
podstawowe,1,[]
podrecznej,1,[]
podolskiego,1,[]
podkładany,1,[]
podhalańska,1,[]
podgórnej,1,[]
podczaszyńskiego,1,[]
pochłaniającymi,1,"['radość;smutek;złość;' 'radość;smutek;złość;' 'radość;złość;wstręt;'
 'radość;cieszenie się na coś oczekiwanego;złość;wstręt;']"
pochłaniający,1,"['radość;smutek;złość;' 'radość;smutek;złość;' 'radość;złość;wstręt;'
 'radość;cieszenie się na coś oczekiwanego;złość;wstręt;']"
pochytosci,1,[]
pnącą,1,[]
pneumatycznej,1,[]
pm,1,[]
plenerowych,1,[]
plenerowy,1,[]
plenerowej,1,[]
plażowej,1,[]
plazowej,1,[]
platany,1,[]
plastycznych,1,[]
plastycznej,1,[]
plastikowych,1,[]
planowane,1,[]
piłkowana,1,[]
piłkarski,1,[]
piętowej,1,[]
pięknymi,1,[]
piękniejszy,1,[]
piękna,1,[]
piątkowe,1,[]
piątkowa,1,[]
pitną,1,[]
pitna,1,[]
piotrkowskiej,1,[]
pina,1,[]
pilsudskiego,1,[]
piknikowe,1,[]
piknikowa,1,[]
pika,1,['radość;smutek;złość;' 'radość;strach;']
pieńkowskiego,1,[]
pieszym,1,[]
pieszy,1,[]
pieszorowerowym,1,[]
pieszorowerowych,1,[]
pieszorowerowy,1,[]
pieszorowerowej,1,[]
pieszorowerowe,1,[]
pieszojezdnego,1,[]
pieszobiegowej,1,[]
pieszej,1,[]
piesze,1,[]
pierwszymdrugim,1,[]
pierwszej,1,"['radość;cieszenie się na coś oczekiwanego;smutek;złość;'
 'radość;cieszenie się na coś oczekiwanego;smutek;złość;strach;'
 'radość;złość;wstręt;' 'radość;smutek;złość;']"
pierwszego,1,[]
pielęgnacyjnych,1,[]
pieluchowanych,1,[]
piekne,1,[]
piekarskiej,1,[]
piekarski,1,[]
piekarska,1,[]
piaty,1,[]
piastowską,1,[]
piastowskim,1,[]
piastowskiego,1,[]
piastowskie,1,[]
piastowski,1,[]
pełną,1,"['radość;smutek;' 'radość;smutek;' 'radość;zaufanie;smutek;złość;wstręt;'
 'radość;złość;']"
pełnym,1,"['radość;smutek;' 'radość;smutek;' 'radość;zaufanie;smutek;złość;wstręt;'
 'radość;złość;']"
pełny,1,"['radość;smutek;' 'radość;smutek;' 'radość;zaufanie;smutek;złość;wstręt;'
 'radość;złość;']"
pełna,1,"['radość;smutek;' 'radość;smutek;' 'radość;zaufanie;smutek;złość;wstręt;'
 'radość;złość;']"
pełen,1,"['radość;smutek;' 'radość;smutek;' 'radość;zaufanie;smutek;złość;wstręt;'
 'radość;złość;']"
perłowej,1,[]
październik,1,[]
pańską,1,[]
pawłowa,1,[]
partnerskich,1,[]
parterowej,1,[]
parkrunowa,1,[]
parkowospacerowym,1,[]
parkingowymi,1,[]
parkingowe,1,[]
parkingowa,1,[]
parchoodporne,1,[]
panieńskablaszanaolszowa,1,[]
palmowej,1,[]
pachnący,1,[]
pachnacy,1,[]
ożywionej,1,['radość;smutek' 'radość;smutek']
oświęcimskiej,1,[]
oświetlone,1,[]
oświetleniowych,1,[]
oświetleniowa,1,[]
ołtaszynie,1,[]
ołowiany,1,[]
oławskim,1,[]
oławskie,1,[]
oznaczona,1,[]
owocujących,1,['radość;cieszenie się na coś oczekiwanego;smutek;złość;']
owocowymi,1,[]
owocowa,1,[]
otwartych,1,"['zaufanie;smutek;złość;' 'zaufanie;smutek;złość;' 'zaufanie;złość;radość'
 'zaufanie;złość;radość']"
otwarty,1,"['zaufanie;smutek;złość;' 'zaufanie;smutek;złość;' 'zaufanie;złość;radość'
 'zaufanie;złość;radość']"
otaczającej,1,[]
osłonowe,1,[]
oszczędnego,1,['zaufanie;smutek;złość;' 'zaufanie;smutek;złość;' 'zaufanie;smutek;']
oswiecimskie,1,[]
oswiecimska,1,[]
ostry,1,"['radość;smutek;' 'złość;radość' 'złość;radość' 'złość;' 'radość;wstręt;'
 'radość;' 'radość;smutek;złość;' 'złość;radość;smutek' 'zaufanie;'
 'cieszenie się na coś oczekiwanego;wstręt;'
 'radość;zaskoczenie czymś nieprzewidywanym;strach;'
 'zaufanie;smutek;złość;']"
ostrowskiego,1,[]
ostrogskiej,1,[]
ostrogska,1,[]
ostra,1,"['radość;smutek;' 'złość;radość' 'złość;radość' 'złość;' 'radość;wstręt;'
 'radość;' 'radość;smutek;złość;' 'złość;radość;smutek' 'zaufanie;'
 'cieszenie się na coś oczekiwanego;wstręt;'
 'radość;zaskoczenie czymś nieprzewidywanym;strach;'
 'zaufanie;smutek;złość;']"
ostatni,1,"['radość;cieszenie się na coś oczekiwanego;smutek;'
 'radość;zaufanie;złość;strach;' 'radość;smutek;'
 'radość;cieszenie się na coś oczekiwanego;smutek;strach;'
 'radość;smutek;złość;'
 'radość;cieszenie się na coś oczekiwanego;smutek;strach;']"
osowski,1,[]
orzechowskiej,1,[]
orunskim,1,[]
ormiański,1,[]
orkana,1,[]
organiczne,1,[]
ordona,1,[]
orawska,1,[]
opracowane,1,[]
opowiadający,1,[]
opolskich,1,[]
opisanego,1,[]
opiniującego,1,[]
operowe,1,[]
olszynka,1,[]
olsztyńska,1,[]
olszewskiego,1,[]
olkuskiej,1,[]
oliwskiej,1,[]
oliwskich,1,[]
oliwska,1,[]
okrywowe,1,[]
okoliczni,1,[]
ogłoszeniowych,1,[]
ogólnymi,1,[]
ogólnorozwojowe,1,[]
ogólnomiejskich,1,[]
ogólnomiejski,1,[]
ogólnodostępny,1,[]
ogólnodostępnej,1,[]
ogólna,1,[]
ogrodzone,1,[]
ogrodzona,1,[]
ogrodowe,1,[]
ogrodniczej,1,[]
ograniczające,1,[]
ogniskowy,1,[]
ogniskowa,1,[]
odwieczni,1,['radość;smutek;' 'zaufanie;strach;' 'zaufanie;strach;']
odwadniająca,1,[]
odstraszające,1,[]
odrzykońskie,1,[]
odpływowego,1,[]
odpoczynkowy,1,[]
odnowiony,1,[]
odnawialnych,1,[]
odnawialnej,1,[]
odnawialne,1,[]
oczyszczający,1,[]
ochronnorekultywacyjnych,1,[]
ochronnej,1,[]
ochotniczej,1,[]
ochlawierzbowa,1,[]
ochlaszczęśliwa,1,[]
ochlalipowa,1,[]
ochlaklonowa,1,[]
ochladębowa,1,[]
ochlaczeremchowabrzozowa,1,[]
ochlaczeremchowa,1,[]
ochlabukowa,1,[]
obywatelskiej,1,[]
obsadzona,1,[]
