bigram,likelihood_ratio
Sportowo W zielonej,58.3753109608442
przygotowanie terenu zabezpieczenie,58.37072618233417
wykonane przygotowanie terenu,58.37072618233417
mniej betonu nowe,58.35908395235812
Konopnickiej Os. Podwawelskie,58.35751820125801
NASADZENIA KRZEWÓW ORAZ,58.35751820125801
OEM ROLKOWYM. MSI,58.35751820125801
ORAZ MIEJSCA POSTOJOWE,58.35751820125801
gen. Chruściela Montera,58.35751820125801
lotu ptaka. Gocław,58.35751820125801
zawody lotnicze Piękne,58.35751820125801
poprawa estetyki osiedla,58.340266871384
wśród zieleni ,58.333298497355045
Wycieczki po Parku,58.32912182029845
na ul. Techników,58.31959812556911
na śmieci Park,58.28542908384045
beton. Zielona ulica,58.279745438819575
utworzenie skweru przy,58.26467864885673
całym mieście ,58.25238972464036
ochrony indywidualnej ul.,58.2512877268522
Ogródek jordanowski przy,58.24729061469378
przy Al. Pokoju,58.24729061469378
boisko do siatkówki,58.22098078296182
wraz Z droga,58.21389034533085
wraz Z naprawa,58.21389034533085
Reja . Rewitalizacja,58.19870127453191
Pokazów Filmowych w,58.18484168860799
autobusowej PK w,58.18484168860799
w Grabińskim Lesie.,58.18484168860799
w ogródku szkolnym,58.18484168860799
oraz pasa zieleni,58.151762090057744
kwietna na ul.,58.1470898574019
a rzeką Olechówką.,58.139221419125306
ma krasnale a,58.139221419125306
Zielone ekrany na,58.11839932876407
Boisko wielofunkcyjne między,58.11482636184046
Zielony łącznik między,58.11318336109151
Naprawawymiana nawierzchni alejek,58.105766186276696
MSI PARK W,58.10280394329034
warsztaty budowy domków,58.09896576346532
skweru przy Poprawa,58.07501543846908
dla zieleni na,58.06048452494646
oświetlenialatarni ED wzdłuż,58.03302555608846
Rewitalizacja zieleni ul.,58.03161466792649
Parkiem na Zdrowiu,58.01964492564963
Łąki kwiatowe wzdłuż,58.017409144368486
sąsiedztwie Parku Toruńskiego,58.01493144787615
naszej pomocy Koty,58.0031120006523
Świata Zielona przystań,57.99066099489916
 zagospodarowanie podwórka,57.96918798507357
pierwsza pomoc Park,57.96088828284906
Zieleń na Placu,57.95830337608783
psów na ul.,57.949264862645336
lęgowych dla dziuplaków,57.94128386381
nasadzenie roślin ozdobnych,57.93306717318717
Hurtowo kontynuacja Zielone,57.93134933722986
placu zabawa w,57.909531630822
 Rewitalizacja Parku,57.89941643466727
PARKU GRUDZIĄDZ Zielony,57.88922830900342
Park Doświadczeń na,57.88916878344329
taki Ogród deszczowy,57.88815148052589
miejskiego w Łodzi.,57.884813209131686
ptaki wiewiórki nietoperze,57.88253150192128
szlaki ornitologiczne Park,57.87995639823622
i kwiaty zamiast,57.87184108398248
otwartej przestrzeni relaksu,57.86487674061068
Ursynowa chroniące przed,57.864876740610676
miejsca postojowe. Nowe,57.864286142149716
plac zabaw. W,57.86407439650063
GRUDZIĄDZ I BUDOWA,57.86202633775449
chmurką nasadzenia zieleni,57.85617759828282
Braci Łopieńskich cały,57.85223598340733
Kocham Pracę Jak,57.85223598340733
Róża Wiatrów Miejskie,57.85223598340733
stanu zdrowotnego dorosłych,57.85223598340733
Askańskiej. PARK KIESZONKOWY,57.85144835828341
PARK KIESZONKOWY ŚWIĘTEGO,57.85144835828341
WARNENSKIEJ PARK KIESZONKOWY,57.85144835828341
ul.Cedrowej. PARK KIESZONKOWY,57.85144835828341
Krupniczej  Bezpieczny,57.83971243688831
rzecz zachowania zieleni,57.82075713667648
w szkołach OS,57.79850437158322
ul.  Sierpnia,57.7825258670842
w dzielnicy Orunia,57.77878778759216
Jagiellońska  nowe,57.760122937725484
solankowa nad Balatonem,57.758423672882536
Krupniczej  Zadbajmy,57.74347491971412
w Dzielnicy Włochy,57.72180572164846
 i .,57.704760285933304
przewiduje przygotowanie terenu,57.6956995856729
trasie do Zbiornika,57.69499956203134
i owadów zapylających,57.693957625495756
BULWARZE Zasadzenie drzew,57.67988817115381
Przymorza Zasadzenie drzew,57.67988817115381
jasny. Zasadzenie drzew,57.67988817115381
rodzicielstwa Zasadzenie drzew,57.67988817115381
 m kazdy,57.64661897792159
 m zbudowanej,57.64661897792159
SOLANKOWA W ARU,57.637675487690814
koszty  ,57.63428881863577
terenie pomiedzy ulicami,57.603029608181146
w Polsce Dolice,57.59293043626995
to przyjazne środowisko,57.584616388825445
wielofunkcyjnym to przyjazne,57.584616388825445
na śmieci i,57.554761356665324
Łąki kwiatowe na,57.543255429976114
 kreatywny plac,57.49644155467013
przy ulicach Słoneczny,57.49169808323384
aplikacja mobilna z,57.48321970319227
Kutnowskiej Tężnia solna,57.45657893198317
MONITORING RZ ZBIORNIKU,57.45657893198317
Tężnia solna niesolankowa,57.45657893198317
Jesień zima wiosna,57.449586574809345
ogródku szkolnym Białołęka,57.449586574809345
kieszonkowe w Dzielnicy,57.44411124286382
drzew. II edycja,57.433570429920614
Zielony Punkt Kontrolny,57.413688754786584
Zielona Kostuchna ,57.398710029791175
. Zielona przystań,57.37936345705592
Helenów powrót do,57.37900848568219
Parku nad Jasieniem.,57.37410365724604
wypoczynku i rekreacji,57.37035842146972
wybiegu Ratujmy praskie,57.36204623670458
czworonogów W malinowym,57.336033679193044
Śródmiejski Festiwal Kultury,57.327633024993716
w dzielnicy Chcemy,57.31955608434241
ANTYSMOGOWA KA KWIETNA,57.3108393431384
Brzeźnie KA KWIETNA,57.3108393431384
Ekolożka TOP KOMAR,57.3108393431384
Parkingi Rowerowe Kuźnia,57.3108393431384
Popiełuszko Potańcówki wielopokoleniowe,57.3108393431384
Rzeczny Tonie tap,57.3108393431384
Torunia. Inwentaryzacja dendrologiczna,57.3108393431384
ZBIORNIKU RETENCYJNYM JASIEŃ,57.3108393431384
stałych punktów kontrolnych,57.3108393431384
Łacinką Kierunek darmowy,57.3108393431384
ŚródmieściePlac Grunwaldzki Odnóży,57.3108393431384
plac zabaw. Ogród,57.29883486491543
dzielnicy Nie bój,57.2988028612746
Zielony Jar Zielony,57.29383318354036
przed ulicami Nowosądecki,57.28618427783882
poideł dla każdej,57.27835835253556
Samorządowym nr .,57.267139695293864
Zieleń w Dzielnicy,57.26537328452629
edycja Zielona przystań,57.260522298638264
 Zielony Zakatek,57.25752731942256
chroniące przed smogiem,57.245845783539636
Remont ogródka w,57.24524493830771
Zielona ulica Augusta,57.24380503642637
Widzew. Zielona ulica,57.243805036426366
zielonej dzielnicy Gdańska,57.236137295989884
Opolczyka. Drzewa owocowe,57.225585416310224
ochłody Drzewa owocowe,57.225585416310224
Kościuszki . Rewitalizacja,57.225194749577014
terenu W rejonie,57.197962176851206
ZWIERZĄT W KONIN,57.197430890155374
ziemi przygotowanie terenu,57.19492619697734
I plac zabaw.,57.18186691840624
Sopotu . Sprzątanie,57.14468226177628
Trzech Stawów ,57.1270348304168
Wyposazenie zaplecza socjalnego,57.1147534894332
oświetleniem i zielenią.,57.08603135902658
Le Ronda i,57.08492413082865
Parki kieszonkowe w,57.08416327830032
Lipa i Widawa,57.0796325272127
Litewską i Kowieńską,57.0796325272127
MRI i TAJEMNICE,57.0796325272127
Partyzantów Dembowskiego i,57.0796325272127
Pokazy i zawody,57.0796325272127
Słonia. Zakątki i,57.0796325272127
butelkami plastikowymi i,57.0796325272127
funkcje sportowe i,57.0796325272127
i TAJEMNICE AMAZON,57.0796325272127
i owady zapylające,57.0796325272127
i siłę wiatru,57.0796325272127
i trochę starszych.,57.0796325272127
i zatoki autobusowej,57.0796325272127
i zawody lotnicze,57.0796325272127
jętek i ochotek,57.0796325272127
kierunek i siłę,57.0796325272127
parkingów i zatoki,57.0796325272127
plastikowymi i szklanymi.,57.0796325272127
pokaże kierunek i,57.0796325272127
szkło i plastik,57.0796325272127
DEBNIKI dbają o,57.07237685737228
Oliwianie dbają o,57.07237685737228
trosce o tarnowskie,57.07237685737228
miejskie w dzielnicy,57.066812320954284
W rejonie placu,57.064111473277705
o smogu miernik,57.0631862182884
 budowa boiska,57.04320372072392
kazdej dzielnicy Ekologiczne,57.04031551789764
Parki kieszonkowe W,57.01109686847292
teren zielony u,57.01062323410697
Krzewy chroniące przed,56.996469255164286
wraz Z instalacja,56.995276057205594
rekreacji i zagospodarowanie,56.98878119035227
parku. Zadanie polega,56.979483285205774
ogrodu Miejskiego Przedszkola,56.96618894545159
Catering na Stawach,56.941293596816124
Garaż dla rowerów,56.934353681480474
II edycja Przedszkole,56.932797041226245
kazdej dzielnicy Oświetlenie,56.92601291597363
os. A Kocie,56.91991593547134
os. A Owocowy,56.91991593547134
krzewy i parkiety,56.91743291242393
dystrybutorów na psie,56.89879937361598
pojemnik na psie,56.89879937361598
woreczki na psie,56.89879937361598
mieście Ogród deszczowy,56.89801361200511
sterylizacji zwierząt właścicielskich,56.89308571579688
zwierząt właścicielskich Zamontowanie,56.89308571579688
AMAZON na OKULICKIEGO,56.89101710871102
Bronowice Krakowiaki na,56.89101710871102
JAPOŃSKIEGO LON na,56.89101710871102
Krakowiaki na Kajaki,56.89101710871102
LON na Wojnowie,56.89101710871102
Pani Halicki na,56.89101710871102
Skrzydlaci goście na,56.89101710871102
TAJEMNICE AMAZON na,56.89101710871102
Wypas owiec na,56.89101710871102
goście na Rodzinie,56.89101710871102
na Naszym Podwórku,56.89101710871102
owiec na Zakrzówku,56.89101710871102
parkuj na trawniku,56.89101710871102
nowych drzew oraz,56.875611661224575
Grenadierów od ul.,56.87472213759429
zielonej strefy parkowej,56.85767688283514
Kładka pieszorowerowa w,56.84393701533662
Piotra Mazura Warsztaty,56.82812023149904
Wzgórzu INTELIGENTNA SZAFa,56.82812023149904
dostępnymi online Szkoła,56.82812023149904
klas Wiechowaty Park.,56.82812023149904
lotu ptaka. Magiczny,56.82812023149904
św. Ojca Pio,56.82812023149904
zielonych na cele,56.79743607081089
solankowa.  Park,56.79268316858723
mieście warsztaty ekologiczne.,56.75267885334935
Wykonanie strefy gier,56.717385410732504
Na pomoc łódzkim,56.65954074768971
okaz nie powinien,56.650464318155386
wodą  zagospodarowanie,56.611602366715516
nasadzenie drzew W,56.59446774990476
hałasu  Ekomiasto,56.59082655481915
Jakuba Wagi ścieżka,56.57752595439504
Osiedla Wzniesień Łódzkich.,56.57752595439504
roku ALI OGRODNICY,56.57752595439504
Zielona ulica Tadeusza,56.57476509644353
 zielone salony,56.56453639277939
 zielone zadaszenie,56.56453639277939
 zielone źródło,56.56453639277939
Europejski  zielone,56.56453639277939
Herby  zielone,56.56453639277939
Solar  zielone,56.56453639277939
 instalacja skrzynek,56.52758535038956
roślin ozdobnych na,56.5217053528597
Park kieszeniowy na,56.507762314701
Stare Miasto Dzielnica,56.485175976949805
SączaOsiedle Stare Miasto,56.4851759769498
na Woli Kino,56.47915880525126
Marszałkowskiej Ochrona drzew,56.46487222484881
Węglowej Ochrona drzew,56.46487222484881
w dzielnicy Stare,56.433600382500856
nad Jasieniem i,56.431927762049746
zł  ,56.40140434897374
Skwer zieleni na,56.373749130633634
na Skwerze prof.,56.37262765694657
odchody przy ulicach,56.37167124432321
Jakuba Wagi Osiedlowy,56.35490508158894
Pradze Oddychaj czystym,56.35490508158894
Róża Wiatrów ŁODZI,56.35490508158894
szrotówkiem kasztanowcowiaczkiem który,56.35490508158894
walking kwitnie Stawy,56.35490508158894
 sztuk drzewek,56.348260531258155
 sztuk znaczy,56.348260531258155
i ogródków działkowych,56.34784601751516
Krowodrza  parki,56.34083295789812
Rozbudowa Alei Osiedla,56.321301723712786
z monitoringiem oświetleniem,56.311163264747165
na Woli ,56.308479315355925
JP II Krecia,56.29062954755902
Papieża JP II,56.29062954755902
Park im. J.,56.290378269452425
I etap rewitalizacji,56.278237289835786
z wyposażeniem do,56.26705879275703
Curie Gry podwórkowe,56.26446476748278
Jaracza Ignacego Daszyńskiego,56.26446476748278
NINA PARTY OCHRONY,56.26446476748278
Narodowej Ignacego Daszyńskiego,56.26446476748278
OSiR Aaby... wiedzieć,56.26446476748278
defibrylatorem Tężnie solankowe,56.26446476748278
Dobrego Pasterza Pszczoły,56.26446476748277
Plantach Mistrzejowicach Tyrolska,56.26446476748277
kolejnym zwierzakom Wspólnie,56.26446476748277
ławki i kosze,56.26354831914728
alejki wraz Z,56.25958028249876
nowych drzew Owocowy,56.24774530907239
po Saskiej Kępie,56.21606738868693
W ARU JULIANOWSKIM.,56.21035555202318
Dywan Park rozrywki,56.20961664873974
Park rozrywki Stawia,56.20961664873973
w całym ścisłym,56.20883060049641
Celem zadania jest,56.20408540289637
Street workout park.,56.19914442489279
o ptactwo wodne,56.179358836370035
miasta  Etap,56.178694813533156
 Uzupełnienie alei,56.16631081645755
na śmieci w,56.15487480421132
na ul. Julianowskim.,56.12866621731166
na ul. Krasickiego,56.12866621731166
na ul. Przasnyskiej,56.12866621731166
na ul. Strumykowej,56.12866621731166
każdej dzielnicy Tężnia,56.12668797840276
DZIELNICE OGRODY DESZCZOWE,56.12590011752594
GOCI SID POD,56.12590011752594
GOCI SIDÉ POD,56.12590011752594
OGRODY DESZCZOWE PIĘKNY,56.12590011752594
POD YM LISCIEM,56.12590011752594
POD YM LIŚCIE,56.12590011752594
SID POD YM,56.12590011752594
SIDÉ POD YM,56.12590011752594
WODNYCH IATA NINA,56.12590011752594
kosza Skwarek Berek,56.12590011752594
wypoczynku. BORKOWSKI OGRODY,56.12590011752594
łączący pokolenia Łap,56.12590011752594
parkiety Wycieczki po,56.116657277661815
owadów zapylających Budki,56.102779372291614
Parku Solvay ,56.087289181734775
 po raz,56.08285623619113
kwitnących drzewa i,56.077962407264295
Dzielnica IV bez,56.06495132707683
 Drzewa i,56.05384961628499
po swoim psie,56.05161546666277
Kultury. Park Helenów,56.03446909028759
Pożarnej Park rzeczny,56.03446909028759
odnowa. Park Helenów,56.03446909028759
rowerzystów. Park Julianowski,56.03446909028759
park przy Wojska,56.0066172427927
w Domu Dziecka,55.987768372318406
LA SW W,55.98675355907659
Retkinia Wschód. Łódź,55.98141561635618
nowa aranżacja terenów,55.97450909423742
posiadajacych wlascicieli Nie,55.97262270127923
W KONIN wniosek,55.96965654836995
plenerowej przy skrzyżowaniu,55.96044236490009
przy skrzyżowaniu Ordona,55.96044236490009
przy skrzyżowaniu WielkopolskaŁowickaPłocka,55.96044236490009
a ul. Kartuska,55.955048526849424
a ul. Sieną.,55.955048526849424
oświetlenie alejek ogrodowych,55.937956352825715
 w Gdyni,55.930126329101356
Oświetlenie ciągu pieszorowerowego,55.92757734071863
na Starej Pradze,55.90780342631586
parkach Ochoty Trawniki,55.901719586763356
przy stacji metra,55.89289262292604
przyrodą za pan,55.88784750944022
miejskich Zielone ekrany,55.88028378761872
mozliwe wzdluz ulicy,55.87988085618449
wzdluz ulicy Danego,55.87988085618449
wzdluz ulicy Fitelberga,55.87988085618449
wzdluz ulicy Mieszka,55.87988085618449
wzdluz ulicy Tysiaclecia.,55.87988085618449
os. A Dzień,55.8754898208975
zdroje wodne poidełko,55.85023176147362
pasa zieleni ul.,55.84265203361868
 ul. Darłowski,55.84101976571539
Zagajnikowej. Posadzenie drzew,55.815661427857364
lasu  Park,55.80967818043216
parkach i w,55.80460500591826
w Ogrodzie Botanicznym.,55.80404096533772
Karolew.  TOP,55.799887167479866
Zdrowie  inicjatywa,55.799887167479866
Anielewicza Zielona Ściana,55.75904291116049
Grabiszyńska Zielona Ściana,55.75904291116049
nowo Zielona Ściana,55.75904291116049
na Starym Mieście,55.75754364321654
 wymiana ogrodzenia,55.70929329094811
dla jerzyków Klimatyzacja,55.70802285632302
W parku miejskim,55.69814431529903
II Sobieskiego ZIELONY,55.688924413799924
Le Ronda ,55.68804374328159
Saskiej Kępie ,55.685467363649096
pojemniki na szkło,55.66788171539056
parku na Zdrowiu.,55.66241166359475
zaplecza socjalnego zakup,55.651886112035086
Parku Hallera Park,55.63501991634685
W poblizu schroniska,55.63142707802382
przy Forcie Bronowice,55.61877841132325
ciągu ul. ,55.60943199001284
Remont amfiteatru w,55.603596276958385
Zielona Stalowa ,55.58374778666039
wypoczynku  budowa,55.580073176342694
zamiast słupków Ptasi,55.577366507030845
Zielone Tereny Katowickiej,55.557617759289016
inwestorskich za BO,55.55471937615072
.  Kaczy,55.54959884359492
Tor do gry,55.53381926869068
pasa Mateczka ochronna,55.50896812250683
Łódź  inicjatywa,55.498951634660756
ok.  m²,55.49855712971343
ok.  tys.,55.49855712971343
Ogród deszczowy Plac,55.46497986955717
Starzyńskiego na Placu,55.45250892812968
Wodotrysk na Placu,55.45250892812968
na Placu Bankowym,55.45250892812968
na Placu Defilad,55.45250892812968
na Placu Grunwaldzkim,55.45250892812968
na Placu Wielkiej,55.45250892812968
na Placu nastepnie,55.45250892812968
róż na Placu,55.45250892812968
Krupniczej  Dajmy,55.45040856610585
Krupniczej  Milonga,55.45040856610585
w każdym wieku,55.448424773916685
przedszkolach. Chylonia Ekologiczne,55.44685209566233
Zielone separatory. Krzewy,55.41900353553521
oświetleniem i ławkami,55.41747819637792
Pomoc z pierwszą,55.41599309575938
Zielona przystań co,55.39653847842462
Zielona przestrzeń rekreacyjna,55.37526819158636
Siodełka z wodą,55.36804789819921
 budowa alejek,55.35139313854883
na Zielone Expo.,55.342084123394805
RZ ARU NA,55.34095982017216
osiedla Retkinia Zachód,55.31176279208581
Rakow nasadzenia zieleni,55.27797353565655
UL. OFIAR GRUDNIA,55.25057610385233
wyprzedaż garażowa Ekologiczne,55.25057610385233
 nowe barierki,55.24773915676353
Expo  nowe,55.24773915676353
Grochowska  nowe,55.24773915676353
Marszałkowska  nowe,55.24773915676353
Wymiana ławek w,55.22714126268562
przy ulicach Wolności,55.22655447730513
 bezpieczne przejścia,55.21915079562609
Dla mam karmiących,55.21809019555312
Dąbrowska Piekarnia Seniora,55.21809019555312
Ostrołęcki Ostrołęka przyjazna,55.21809019555312
Seniora Dąbrowska Piekarnia,55.21809019555312
Warszawa była jeszcze,55.21809019555312
kolejnym zwierzakom LEN,55.21809019555312
Bydgoskim Przedmieściu Dość,55.217907624948324
Bydgoskim Przedmieściu Motyla,55.217907624948324
Kijowskie Wielki Kack,55.217907624948324
Pogodnej. Siłownia plenerowa,55.217907624948324
plażowej stacja naprawy,55.217907624948324
zbiorniku retencyjnym JeleniogórskaCztuchowska,55.217907624948324
zbiorniku retencyjnym Zabornia,55.217907624948324
Henryka Kalemba zlokalizowanym,55.21784676808112
Henryka Pestalozziego Parkowy,55.21784676808112
ZWIERZĄT WŁAŚCICIELSKICH CERAMIKARNIA,55.21784676808112
ogródek warzywny sciezke,55.21784676808112
reprezentacyjnym OGRÓD ZABAWY,55.21784676808112
sasiedztwie stacji BP,55.21784676808112
tawostoty ogródek warzywny,55.21784676808112
nad Balatonem Zielony,55.18681922727616
do Teobald w,55.146237116064086
Julianowski  budowa,55.13367889351914
i nowe nasadzenia,55.12942640554621
drzew W rejonie,55.11032968450588
Konopnickiej Park aktywności,55.095246104301324
MINI PARK NOWY,55.08196560500703
Św. Wojciecha Zielone,55.068867066261824
. Projekt obejmuje,55.06237339940194
w Dzielnicy II,55.061782227052205
W trosce o,55.061097351424365
 między ul.,55.05426249156284
parkiem  inicjatywa,55.017987389614994
sztuki  inicjatywa,55.017987389614994
 zagospodarowanie przestrzeni,55.01117540835439
 Inicjatywa plac,54.97720698549494
 największy plac,54.97720698549494
 nowoczesny plac,54.97720698549494
 parkowy plac,54.97720698549494
SP Nr ,54.9750294792065
UL. ŁUŻYCKIEJ I,54.964391053789015
ŁUŻYCKIEJ I UL.,54.964391053789015
Łodzi I TAP.,54.964391053789015
NIE dla czadu,54.954672928656876
indywidualnej dla członków,54.954672928656876
samoobrony dla kobiet.,54.954672928656876
utrzymanie schronień dla,54.954672928656876
wód siarczkowych dla,54.954672928656876
Hurtowo kontynuacja Skwer,54.943090346181926
Bandurskiego a ul.,54.941254360627504
Morena a ul.,54.941254360627504
i zieleń przy,54.93402993827621
Kameliowa Zasadzenie drzew,54.91663186391017
nad Batutą. Likwidacja,54.90594672716889
nad Batutą. Nieużytki,54.90594672716889
ulic Zagajnikowej i,54.904330135240585
 Zielone separatory.,54.90295241918612
GRZEGÓRZECKI  Zielone,54.90295241918612
skrzyżowaniu ulic Bystrzycka,54.87752761218067
skrzyżowaniu ulic WrocławskaWandy.,54.87752761218067
zadania jest wykonanie,54.86810337068333
II.  Park,54.85147920562039
Uzupełnienie szpalerów drzew,54.835327273398434
Gocław walczy ze,54.834670548815744
 Zaczarowana scena,54.82822190342979
Borysa  Niemały,54.82822190342979
Ochoty  konserwacja,54.828214646705135
i poprawa estetyki,54.798101425357984
przed szrotówkiem kasztanowcowiaczkiem,54.721369568536105
przy Przedszkolu Samorządowym,54.691443919308796
LA SW i,54.691371399894344
ekologiczne z instalacją,54.69127244888793
terenie Miejskiego Przedszkola,54.69047384245378
powietrze. Tężnia solna,54.68563394538349
nasadzenia zieleni ogrodzenie,54.68435888527488
ptaków Łączymy parki,54.643694737328985
zwalniających na ul.,54.63589920092953
do realizacji .,54.63251651509225
lęgowych Wielkie rozpłytowanie,54.630490040858746
Maja Street workout,54.61405157786871
 Wymiana nawierzchni,54.59517944795621
Rondzie Powstańców. ,54.59375955001913
Sady Żoliborskie ,54.59375955001913
Letnie kino nad,54.58912323765398
  Park,54.54479369407201
edycja  Park,54.542632397166926
Ignacego Daszyńskiego Żeromskiego,54.538615767639484
jeszcze piękniejsza Ptasie,54.538615767639484
ogródkami działkowymi aby,54.538615767639484
KA KWIETNA MIĘDZY,54.538433191489126
Polskich Potańcówki wielopokoleniowe,54.538433191489126
mieć szczurów Zadbaj,54.538433191489126
pl. Wilsona Róże,54.538433191489126
Zdrojowej Ławki parkowe,54.532399483366696
Zodiaku Ławki parkowe,54.532399483366696
wzdłuż alejek spacerowych.,54.51936148420496
PARK RZ LOKIETKA,54.51926171079228
Poniatowskiego i Parkiem,54.50930312764618
i aranzacja matej,54.50930312764618
 budek legowych,54.50130813975204
Zdrowiu  inicjatywa,54.48717137123519
Chocimskiej Wirtualny Mokotów,54.480242547425505
ograniczające ten teren.,54.480242547425505
rewitalizować ten teren.,54.480242547425505
ten teren. Wzdluz,54.480242547425505
lampy kosze ścieżki,54.475942411815424
ogrodzenia przy Miejskim,54.45682662224581
terenie miasta Lublina.,54.452135232771994
nasadzenia zieleni Ograniczenie,54.44769109259346
ul. Drewnowską. Rekultywacja,54.42419904032156
Zaczarowana scena w,54.409189171668494
w Alejach Jerozolimskich,54.409189171668494
w Krakowie. Odnowa,54.409189171668494
Pasieka w Domu,54.40157553618656
przedszkolach. Orłowo Ekologiczne,54.4014515151252
Wirtualny Mokotów ,54.388239743996934
Zielone Aleje Miejskie,54.38072818397613
we wszystkich dzielnicach,54.37762738951725
przy ulicach Zielona,54.37581499399104
zieleni Posady drzewa,54.36161468370081
W KONIN RZ,54.3335021098075
nowe nasadzenia zlozone,54.333293051598545
Wojciecha a rzeką,54.32415693977973
P Budowa reprezentacyjnego,54.305373667911454
Parkowej P Budowa,54.305373667911454
Sejmowej P Budowa,54.305373667911454
miasta Kierowcy zwolnij,54.30342883294743
MIEJSCA POSTOJOWE RZ,54.303428832947425
oczyszczały powietrze. Tężnia,54.303428832947425
Dębniki dbają o,54.30332079026213
trosce o pokolenia.,54.30332079026213
w kazdej dzielnicy,54.25123090850257
krzewów i bylin.,54.2394986635012
Zalesie Szczytniki Wykonanie,54.22939871768117
budowa zaplecza socjalnego,54.22939871768117
na psie torebki,54.186692156620666
torebki na psie,54.186692156620666
oraz roślin ozdobnych,54.16203190784016
a nie szary,54.10197339116286
LEN  nowe,54.090600177805015
mieszkańców ALI OGRODNICY,54.08909757470056
osiedle z defibrylatorem,54.0825683423148
przez cały sezon,54.06667213569048
osadzenie nowych drzew,54.04394190529997
placu od ul.,54.04375017582435
oraz spacery przyrodnicze,54.04112541527978
Alejach Jerozolimskich Skwarek,54.03339441220399
Lipskiej Zieleń zamiast,54.0233327306799
Powsińska Zieleń zamiast,54.0233327306799
Łąka Księcia Janusza,54.02247946562643
kieszonkowy na ul.,54.006193059955564
utonięciem Bezpiecznie nad,53.97259336641418
 i Brzeżna,53.96311297742368
 i Podczaszyńskiego,53.96311297742368
Dreszera  i,53.96311297742368
Gruszczyńskiego  i,53.96311297742368
Swidnicka  i,53.96311297742368
stawy tereny zielone,53.958286239458424
w Śródmieściu Południowym,53.94176752727875
Białołęce  zielone,53.94170194229741
pokoleń  zielone,53.94170194229741
 zielone enklawy,53.9417019422974
 zielone serce,53.9417019422974
PARK KIESZONKOWY RZ,53.933469858943816
przy Bibliotece Śląskiej,53.93334317242144
W poblizu silowni,53.93220169187643
Białołęka walczy ze,53.9314890104581
skwerze przy Floriańskiej,53.92722635175163
spacerownik przy Sowińskiego,53.92458506864432
 stworzenie parku,53.917953203737056
placach zabaw ,53.916786456581114
Rewitalizacja Parku u,53.91498757260909
zielone Astronomiczna atrakcja,53.895563789435656
jordanowskiego przy obiekcie,53.894228908329595
jordanowskiego przy ul.Tetmajera,53.894228908329595
rozdanych mieszkańcom do,53.88824538625561
 Bezpieczny plac,53.879420250669995
Gaj Merdajacych Ogonów,53.858654473718374
Gaj Mordujących Ogonów,53.858654473718374
Gen. Bolesława NieczujaOstrowskiego,53.858654473718374
KURAKI. Teren wypoczynkowo,53.858654473718374
Ulicznej Magiczny Dywan,53.858654473718374
kurtyny igiełkowe obniżające,53.858654473718374
gdy jest to,53.84670778736526
w OD Kaprys,53.84145931251998
zasobów zieleni miejskiej,53.83869769249533
zwierząt sterylizacje kastracji,53.83388537763356
os. Kopernika P,53.83345158315704
Paryskiej  zielone,53.83198935884776
Modernizacja ul. Łanowej,53.82679905581079
. Ogródek jordanowski,53.825380897149294
a ul. Rybaków,53.82172238748646
Północ w Suwałkach,53.81734011227053
szkoły podstawowej nr,53.7851622795846
przy al. gen.,53.75489549711393
przedszkolach. Śródmieście Ekologiczne,53.72295110828288
RG ODDECHOWYCH LA,53.71914855100395
społeczności Wzniesień Łódzkich.,53.71914855100395
 Wyremontuje sobie,53.71812900770922
Zasadzenie szpaleru drzew,53.70926990460959
Zakup i montaż,53.70425781796273
Nad Starym Kanałem,53.67828067028698
nasadzenia roślin i,53.66301711218013
 Park Szczytnicki,53.66277375845366
RZ ZBIORNIKU GUSTOWSKA,53.64078144352244
Białołęka była jeszcze,53.63080586788588
Ekomiasto Kocie oczka,53.63080586788588
naprawa nawierzchni alejek,53.613661073105234
całej Pradze Południe,53.61165894703875
skwery dla Grunwaldu,53.60535083941065
Bezpieczny relaks nad,53.60081760529673
Skwer przy Domu,53.59850669272703
o najmniejszych mieszkańców,53.58883795518723
 Park nad,53.57750665913614
Karolew.  Leśny,53.55269746629493
skwerze przy Wojska,53.54657225941831
zgodnie Z doswiadczeniem,53.5451862528219
zgodnie Z przyjeta,53.5451862528219
zgodnie Z technika,53.5451862528219
 rozbudowa XI,53.53843790658381
 Drzewa owocowe,53.52432355020714
PARK WYPOCZYNKOWY LA,53.5115272842466
 im. Jana,53.51035434349
estetyki na ul.,53.49756672859697
Inwentaryzacja dendrologiczna drzewostanu,53.49211948011039
Potańcówki wielopokoleniowe Letnie,53.49211948011039
aby Warszawa była,53.49211948011039
Piknik Integracyjny Éliczymy,53.49187604895491
w obrębie działki,53.47973522611096
Silnice w obrębie,53.479735226110954
osiedlowego w obrębie,53.479735226110954
Stwosza Naturalny plac,53.47381504404879
przechodniów Naturalny plac,53.47381504404879
Społecznej Włókniarz im.,53.47257493681812
ze szrotówkiem kasztanowcowiaczkiem,53.455899292958904
terenie całego osiedla,53.43657835946928
Defibrylatory w szkołach,53.43049385656012
dzieci wraz Z,53.41805198414946
dzieci w każdym,53.41769023660521
BUE LA PTAK,53.41244338711613
LA PTAK OWADOŻERNYCH.,53.41244338711613
LĘGOWE LA PTAK,53.41244338711613
Pragi  dla,53.41000918771265
